Date,Event,Type,Location,Source,URL,Sl. No,Month,Date.1,Month.1,Year,Country,Type of Event,Place Name,Impact,Affected Population,Important Person/Group Responsible,Outcome
14/08/2020,The CDC suggested recovered COVID-19 patients have protection for 3 months.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154345,,,,,,,,,,,,
28/08/2020,"COVID-19 reinfection reported in Nevada patient, researchers said.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154346,,,,,,,,,,,,
30/08/2020,The U.S. recorded its six millionth Covid-19 case.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154347,,,,,,,,,,,,
02/09/2020,The WHO strongly recommends steroids for seriously ill COVID-19 patients.,,,Business Insider,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154348,,,,,,,,,,,,
10/09/2020,The CDC released a report linking dining out to increased COVID-19 risk.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154349,,,,,,,,,,,,
15/09/2020,Abraham Accords signed,Politics,USA,,,,,,,,,,,,,,
18/09/2020,The world crosses the 30 million Covid-19 case mark.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154350,,,,,,,,,,,,
19/09/2020,"The U.S. counted its 200,000th Covid-19 death.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154351,,,,,,,,,,,,
24/09/2020,The U.S. crosses the seven million case mark.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154352,,,,,,,,,,,,
29/09/2020,One million dead of Covid-19 worldwide.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154353,,,,,,,,,,,,
02/10/2020,President Trump announced that he tested positive for Covid-19.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154354,,,,,,,,,,,,
03/10/2020,Juba Peace Agreement,,,,,1062,10,3,October,2020,Sudan,Peace Agreement,"Juba, South Sudan","Aimed at ending conflicts in Darfur, South Kordofan, and Blue Nile states.",Sudanese,"Sudanese Transitional Government, Rebel Groups",Positive
08/10/2020,#EndSARS Protests,,,,,1061,10,8,October,2020,Nigeria,Protest Movement,Nigeria,Nationwide protests against police brutality and corruption.,Nigerians,"Nigerian Youth, Various Activists",Mixed
15/10/2020,The U.S. reached eight million Covid-19 cases.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154355,,,,,,,,,,,,
20/10/2020,The world crossed the 40 million case mark.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154356,,,,,,,,,,,,
21/10/2020,"The CDC changed guidance on close contacts, emphasizing the importance of wearing 
masks.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154357,,,,,,,,,,,,
23/10/2020,"The US enters its third surge of coronavirus cases, the beginning of its deadliest phase yet",,,Business Insider,https://www.businessinsider.com/coronavirus-pandemic-timeline-history-major-events-2020-3#november-17-2019-a-person-displayed-the-first-detectable-case-of-covid-19-in-china-1,,,,,,,,,,,,
29/10/2020,Nine million Covid-19 cases counted in the U.S.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154359,,,,,,,,,,,,
04/11/2020,Tigray Conflict Begins,,,,,1060,11,4,November,2020,Ethiopia,Conflict,"Tigray, Ethiopia","Conflict between Ethiopian government forces and TPLF, leading to humanitarian crisis.",Ethiopians,"Ethiopian Government, TPLF",Negative
04/11/2020,"U.S. tallied 100,000 new cases in a day for the first time.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154360,,,,,,,,,,,,
07/11/2020,Joe Biden wins US election,Politics,USA,,,,,,,,,,,,,,
08/11/2020,The U.S. topped 10 million coronavirus cases.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154361,,,,,,,,,,,,
09/11/2020,Fifty million Covid-19 cases recorded worldwide.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154362,,,,,,,,,,,,
15/11/2020,Eleven million Covid-19 cases counted in the U.S.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154363,,,,,,,,,,,,
16/11/2020,"Moderna announced its Covid-19 vaccine candidate, said it’s 94.5 percent effective.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154364,,,,,,,,,,,,
17/11/2020,The FDA authorized the first at-home Covid-19 test that gives users results quickly,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154365,,,,,,,,,,,,
18/11/2020,"The U.S. counted its 250,000th Covid-19 death.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154367,,,,,,,,,,,,
18/11/2020,"Pfizer announced its leading coronavirus vaccine candidate would be submitted for 
FDA approval “within days.”",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154366,,,,,,,,,,,,
19/11/2020,The CDC warned Americans not to travel on Thanksgiving.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154368,,,,,,,,,,,,
20/11/2020,Donald Trump Jr. tested positive for Covid-19.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154369,,,,,,,,,,,,
21/11/2020,12 million cases of Covid-19 counted in the U.S.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154370,,,,,,,,,,,,
21/11/2020,G20 Summit Hosted in Riyadh,,,,,515,11,21,November,2020,Saudi Arabia,International Summit,Riyadh,"Hosting the G20 marked Saudi Arabia's prominence on the global stage, despite controversies and criticisms.","Global leaders, Saudi citizens",Saudi Government,Mixed
23/11/2020,AstraZeneca announced its coronavirus vaccine can be around 90 percent effective.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154371,,,,,,,,,,,,
27/11/2020,"The U.S. crossed the 13 million case mark, its fourth million-milestone of November.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154372,,,,,,,,,,,,
01/12/2020,Moderna said it would submit its vaccine to the FDA for approval.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154373,,,,,,,,,,,,
01/12/2020,Florida becomes third state to pass 1 million Covid-19 cases.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154374,,,,,,,,,,,,
01/12/2020,Chang'eUnknown5 Moon Mission Success,,,,,208,12,1,December,2020,China,Space Exploration,Moon,"Successfully returned lunar samples to Earth, marking a significant achievement in China's space exploration.",Global scientific community,China National Space Administration,Positive
02/12/2020,UK Authorizes COVIDUnknown19 Vaccine,,,,,809,12,2,December,2020,UK,Health,UK,First country to authorize a COVIDUnknown19 vaccine for emergency use,British and global populations,UK Government,Positive
02/12/2020,"The United Kingdom became the first country to formally approve the Pfizer and 
BioNTech Covid-19 vaccine.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154375,,,,,,,,,,,,
02/12/2020,"CDC shortened quarantine period to 10 days with no symptoms, 7 days if the person
 tests negative and has no symptoms.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154376,,,,,,,,,,,,
03/12/2020,The U.S. counted its 14 millionth Covid-19 case.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154377,,,,,,,,,,,,
05/12/2020,Demand for Covid testing in the U.S. threatened to overwhelm the country’s capacity.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154378,,,,,,,,,,,,
06/12/2020,President Trump announced his lawyer Rudy Giuliani has Covid-19.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154379,,,,,,,,,,,,
08/12/2020,The U.S. counted its 15 millionth Covid-19 case.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154380,,,,,,,,,,,,
08/12/2020,"Britain’s Margaret Keenan, 90, became the first person in the world to receive a 
clinically approved vaccine.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154381,,,,,,,,,,,,
09/12/2020,The United Arab Emirates became the first nation to give approval to China's vaccine.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154382,,,,,,,,,,,,
09/12/2020,"The U.S. reported a record 3,103 Covid deaths, its first tally of more than 3,000 in a day.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154383,,,,,,,,,,,,
10/12/2020,Pfizer Covid-19 vaccine,Health,Global,,,,,,,,,,,,,,
11/12/2020,The FDA authorized Pfizer's Covid vaccine for emergency use.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154384,,,,,,,,,,,,
14/12/2020,"The U.S. surpassed 300,000 Covid-19 deaths.",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154386,,,,,,,,,,,,
14/12/2020,The vaccine rollout began across the United States.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154385,,,,,,,,,,,,
16/12/2020,"FDA authorized first at-home, over-the-counter Covid test",,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154387,,,,,,,,,,,,
17/12/2020,Moderna & Janssen Covid-19 vaccine,Health,Global,,,,,,,,,,,,,,
17/12/2020,Decriminalization of Homosexuality,,,,,636,12,17,December,2020,Bhutan,Legal Reform,Bhutan,Amendment of the penal code to decriminalize sameUnknownsex relationships.,Bhutanese citizens,Bhutanese Parliament,Positive
18/12/2020,FDA authorized Moderna vaccine.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154388,,,,,,,,,,,,
20/12/2020,The Moderna vaccine began distribution.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154389,,,,,,,,,,,,
23/12/2020,U.S. unlikely to meet its goal of 20M vaccinated in 2020.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154390,,,,,,,,,,,,
27/12/2020,Europe began its vaccination campaign.,,,NBC News,https://www.nbcnews.com/health/health-news/coronavirus-timeline-tracking-critical-moments-covid-19-n1154391,,,,,,,,,,,,
